year,survey,species_code,catchjoin,hauljoin,stratum,numcpue
1996,GOA,21740,898924,881539,310,72.253740106476
1996,GOA,21740,898925,881540,13,39.10806089093794
1996,GOA,21740,898926,881541,13,169.15097290987967
1996,GOA,21740,NA,881542,112,0
1996,GOA,21740,898927,881543,112,72.89602835830453
1996,GOA,21740,898928,881544,112,82.30464868178406
1996,GOA,21740,NA,881545,13,0
1996,GOA,21740,898904,881546,13,39.00239973965118
1996,GOA,21740,898905,881547,13,5958.6792600280605
1996,GOA,21740,898906,881548,110,334.5527082564472
1996,GOA,21740,898907,881549,13,1072.4908480780964
1996,GOA,21740,NA,881550,110,0
1996,GOA,21740,898908,881551,111,159.12250937470264
1996,GOA,21740,899152,881715,111,649.4996486670829
1996,GOA,21740,NA,881717,310,0
1996,GOA,21740,898998,881445,134,44.06532402268289
1996,GOA,21740,898999,881446,330,38.42071202185616
1996,GOA,21740,899000,881447,130,73.78515599823697
1996,GOA,21740,899001,881448,130,40.62811554164774
1996,GOA,21740,899003,881450,130,1105.4119230677518
1996,GOA,21740,898982,881451,130,357.3656746409958
1996,GOA,21740,898984,881453,130,498.2411633985519
1996,GOA,21740,898985,881454,30,274.8272023964932
1996,GOA,21740,898986,881455,30,6131.361709304521
1996,GOA,21740,898987,881456,130,116.46923513682708
1996,GOA,21740,NA,881457,31,0
1996,GOA,21740,898988,881458,22,1287.6846773951872
1996,GOA,21740,898989,881459,122,134.40270095667842
1996,GOA,21740,898990,881460,22,32526.488383902823
1996,GOA,21740,898991,881461,22,9994.318705735728
1996,GOA,21740,NA,881462,320,0
1996,GOA,21740,898992,881463,134,12619.857388578772
1996,GOA,21740,898970,881464,20,252.2508447985897
1996,GOA,21740,898971,881465,232,1788.5484252268316
1996,GOA,21740,898972,881466,35,39.17557049032771
1996,GOA,21740,898973,881467,232,1195.7946294471603
1996,GOA,21740,898974,881468,121,1816.699406480175
1996,GOA,21740,NA,881469,35,0
1996,GOA,21740,898975,881470,132,743.6811389030433
1996,GOA,21740,898976,881471,130,11574.654593015854
1996,GOA,21740,899280,881880,40,811.0404979413017
1996,GOA,21740,899281,881881,40,8092.974120533113
1996,GOA,21740,NA,881882,240,0
1996,GOA,21740,899282,881883,340,227.16200300550474
1996,GOA,21740,898831,881103,241,37.234229516556724
1996,GOA,21740,898832,881104,141,922.449302762851
1996,GOA,21740,898833,881105,241,39.629043618816475
1996,GOA,21740,898834,881106,40,2394.0486950933864
1996,GOA,21740,898836,881108,142,2087.91147318385
1996,GOA,21740,898838,881110,241,2346.570203275422
1996,GOA,21740,898839,881111,241,2833.248052566951
1996,GOA,21740,898840,881112,240,413.9131097043584
1996,GOA,21740,899342,881113,142,9895.39496749012
1996,GOA,21740,898841,881114,40,7153.176515302902
1996,GOA,21740,898842,881115,142,74.47459846461679
1996,GOA,21740,898819,881116,41,33710.92826718857
1996,GOA,21740,898820,881117,140,2731.699788242047
1996,GOA,21740,898821,881118,41,268.64001949558997
1996,GOA,21740,898822,881119,140,78.87237739486115
1996,GOA,21740,NA,881120,140,0
1996,GOA,21740,898823,881121,241,190.71536570815667
1996,GOA,21740,899341,881122,140,53586.26515950205
1996,GOA,21740,898824,881123,40,710.2817545664014
1996,GOA,21740,898825,881124,40,967.9620130222004
1996,GOA,21740,898826,881125,240,3961.677066457366
1996,GOA,21740,898827,881126,40,2722.8279395417317
1996,GOA,21740,898828,881127,141,1293.0914184383128
1996,GOA,21740,898829,881128,240,498.22080368794997
1996,GOA,21740,898702,881283,13,4395.5469690444825
1996,GOA,21740,898703,881284,111,555.213885472188
1996,GOA,21740,898704,881285,320,38.00327018139911
1996,GOA,21740,NA,881286,120,0
1996,GOA,21740,NA,881287,21,0
1996,GOA,21740,898705,881288,122,42.63711584811363
1996,GOA,21740,898706,881289,221,473.88138145900325
1996,GOA,21740,898707,881290,21,523.1880298166353
1996,GOA,21740,898686,881291,13,386.4021477776982
1996,GOA,21740,898687,881292,111,130.30121819477566
1996,GOA,21740,NA,881293,310,0
1996,GOA,21740,898688,881294,110,271.85585115348437
1996,GOA,21740,898689,881295,210,4908.860862020511
1996,GOA,21740,NA,881296,310,0
1996,GOA,21740,898690,881297,13,1232.0750759015286
1996,GOA,21740,898691,881298,13,97.36655597062918
1996,GOA,21740,898693,881300,111,108.23151934180228
1996,GOA,21740,898694,881301,112,25455.293047170442
1996,GOA,21740,NA,881303,12,0
1996,GOA,21740,898672,881305,11,4280.056698162849
1996,GOA,21740,898673,881306,111,38.55927138400793
1996,GOA,21740,898674,881307,11,482.1651917233452
1996,GOA,21740,898675,881308,11,196.38599494486738
1996,GOA,21740,899153,881718,111,66.2933818919097
1996,GOA,21740,NA,881719,13,0
1996,GOA,21740,899154,881720,13,9789.683631389242
1996,GOA,21740,899155,881721,112,77.17930628306699
1996,GOA,21740,NA,881722,112,0
1996,GOA,21740,899156,881723,112,736.4732393350877
1996,GOA,21740,899157,881724,12,310.7785780326162
1996,GOA,21740,899158,881725,12,14073.434209121526
1996,GOA,21740,899159,881726,120,44.50444038603508
1996,GOA,21740,899160,881727,112,240.30862355906444
1996,GOA,21740,899162,881729,112,279.2804952457084
1996,GOA,21740,899163,881730,13,1036.4705930619955
1996,GOA,21740,899164,881731,13,1578.9409539734272
1996,GOA,21740,899166,881733,221,1765.6564286844307
1996,GOA,21740,899167,881734,122,87.41016529524488
1996,GOA,21740,899168,881735,320,135.44754306283735
1996,GOA,21740,899169,881736,120,44.89123392714261
1996,GOA,21740,899284,881885,241,282.31484622794295
1996,GOA,21740,899285,881886,241,2517.3932674322446
1996,GOA,21740,899286,881887,340,156.20805569629468
1996,GOA,21740,899287,881888,240,348.51634630971506
1996,GOA,21740,899288,881889,141,119.02475873681404
1996,GOA,21740,899289,881890,40,628.1864265717205
1996,GOA,21740,899290,881891,340,2817.002841253561
1996,GOA,21740,899291,881892,142,262.1047852994862
1996,GOA,21740,899292,881893,142,605.3833334563018
1996,GOA,21740,899293,881894,141,2646.7744930776
1996,GOA,21740,898900,881569,12,41.174087335180126
1996,GOA,21740,899170,881737,120,148.7401172882758
1996,GOA,21740,899171,881738,120,335.22391239325316
1996,GOA,21740,899172,881739,20,228.1354768841348
1996,GOA,21740,899173,881740,20,167.05285109518596
1996,GOA,21740,899174,881741,20,45.020618317674035
1996,GOA,21740,899294,881895,40,1449.9966522136117
1996,GOA,21740,899295,881896,40,4502.980840876047
1996,GOA,21740,899296,881897,241,573.3418952389688
1996,GOA,21740,899297,881898,240,1528.972622940464
1996,GOA,21740,899298,881899,142,2389.0760240238897
1996,GOA,21740,899299,881900,40,3576.6701442081253
1996,GOA,21740,899300,881901,143,83.65059214581169
1996,GOA,21740,899301,881902,241,17608.493243645262
1996,GOA,21740,899302,881903,143,430.0554393067919
1996,GOA,21740,NA,881904,40,0
1996,GOA,21740,899304,881906,143,3947.120469512102
1996,GOA,21740,898830,881129,240,379.7470565615772
1996,GOA,21740,898809,881130,140,375.59108647233586
1996,GOA,21740,898810,881131,140,1569.024937297841
1996,GOA,21740,898811,881132,134,6364.315797349865
1996,GOA,21740,898812,881133,230,38.79494670990338
1996,GOA,21740,898813,881134,230,3387.656092606322
1996,GOA,21740,NA,881135,330,0
1996,GOA,21740,898814,881136,133,2196.334282077732
1996,GOA,21740,898815,881137,133,1028.5361011820016
1996,GOA,21740,898816,881138,133,171.7052779180419
1996,GOA,21740,898817,881140,230,503.8477300845852
1996,GOA,21740,898818,881141,140,41.26364805475323
1996,GOA,21740,898799,881143,134,247.5448851922186
1996,GOA,21740,898800,881144,231,935.256220121904
1996,GOA,21740,898801,881145,131,392.8653144556835
1996,GOA,21740,898802,881146,230,260.41066501462143
1996,GOA,21740,898910,881553,111,1178.905621151301
1996,GOA,21740,898911,881554,310,72.549715871734
1996,GOA,21740,898912,881555,210,3346.3709005960523
1996,GOA,21740,898913,881556,111,266.3271680115808
1996,GOA,21740,898914,881557,111,83.03259618931864
1996,GOA,21740,898915,881558,210,767.258766650714
1996,GOA,21740,898891,881559,11,197.45639827050312
1996,GOA,21740,898892,881560,11,2006.515625847166
1996,GOA,21740,898893,881561,11,96.92616126264546
1996,GOA,21740,898894,881562,11,305.8002042133764
1996,GOA,21740,898895,881563,11,219.77480993874437
1996,GOA,21740,898896,881564,11,9974.090664402385
1996,GOA,21740,898897,881565,11,298.4482184879718
1996,GOA,21740,898898,881566,12,5825.765625204963
1996,GOA,21740,898899,881567,12,1646.3745229954761
1996,GOA,21740,NA,881568,12,0
1993,GOA,21740,795929,784490,11,1443.8001995870243
1993,GOA,21740,788389,784491,11,111459.42180424939
1993,GOA,21740,788394,784492,11,122.13424214237139
1993,GOA,21740,788319,784493,11,58484.03052637958
1993,GOA,21740,788326,784494,11,14619.439103301887
1993,GOA,21740,788333,784495,11,42686.142238716
1993,GOA,21740,788248,784500,12,15538.707567998032
1993,GOA,21740,795991,784501,12,587.083328091518
1993,GOA,21740,NA,784502,12,0
1993,GOA,21740,788217,784503,12,26.605934187561193
1993,GOA,21740,NA,784504,11,0
1993,GOA,21740,NA,784505,11,0
1993,GOA,21740,788157,784506,11,26.17927146229033
1993,GOA,21740,NA,784507,11,0
1993,GOA,21740,788110,784509,11,253.36018951342174
1993,GOA,21740,788060,784511,110,779.4846384644911
1993,GOA,21740,788078,784512,110,552.7564582682693
1993,GOA,21740,796042,784513,110,1132.823078470227
1993,GOA,21740,788027,784514,110,130.98462188145263
1993,GOA,21740,788038,784515,110,93.47956653524997
1993,GOA,21740,788049,784516,13,2466.3796428903975
1993,GOA,21740,787969,784517,110,505.4501972699913
1993,GOA,21740,787980,784518,13,160.70312668594798
1993,GOA,21740,787988,784519,110,664.2924853241183
1993,GOA,21740,788002,784520,110,527.7651234094778
1993,GOA,21740,788349,784496,11,16235.126050676134
1993,GOA,21740,788280,784497,11,919.6700817082367
1993,GOA,21740,NA,784498,12,0
1993,GOA,21740,788309,784499,12,4213.724366954587
1993,GOA,21740,787935,784521,13,1599.7367290411635
1993,GOA,21740,787943,784522,110,8085.836427044662
1993,GOA,21740,787953,784523,110,97.87331082899674
1993,GOA,21740,787886,784524,310,99.97503123594882
1993,GOA,21740,787908,784526,110,66.49281013244038
1993,GOA,21740,787840,784527,210,926.7900950686251
1993,GOA,21740,792600,783946,120,52.61568485667185
1993,GOA,21740,796083,784528,111,369.5886068152139
1993,GOA,21740,787799,784529,210,343.70750410528285
1993,GOA,21740,787814,784530,111,76.97678303246958
1993,GOA,21740,787829,784531,110,26.238138393585718
1993,GOA,21740,787838,784532,13,1885.7032516564018
1993,GOA,21740,794456,784533,12,971.9905573675221
1993,GOA,21740,794458,784534,112,2708.1014469709016
1993,GOA,21740,787711,784535,13,15512.649800266312
1993,GOA,21740,787730,784536,13,66325.83348515212
1993,GOA,21740,796061,784538,112,986.1749868896737
1993,GOA,21740,787678,784539,112,1218.3640693359916
1993,GOA,21740,787698,784540,120,808.7404975879892
1993,GOA,21740,787631,784541,111,191.57549497634315
1993,GOA,21740,796128,784543,120,49.93443608541985
1993,GOA,21740,796114,784544,221,1659.1711171491927
1993,GOA,21740,794431,784545,120,212.9376163763223
1993,GOA,21740,529893,26722,340,837.1935708742961
1993,GOA,21740,530121,26730,240,2397.081813444502
1993,GOA,21740,NA,26606,151,0
1993,GOA,21740,528551,26654,240,164.07102207961168
1993,GOA,21740,NA,784733,133,0
1993,GOA,21740,527906,26612,151,0
1993,GOA,21740,528612,26657,40,3836.4474192014954
1993,GOA,21740,528930,26672,143,368.9422053418865
1993,GOA,21740,529212,26688,40,13035.378113844255
1993,GOA,21740,529547,26705,241,1086.5150019993007
1993,GOA,21740,529023,26678,142,628.2682288885271
1993,GOA,21740,NA,26679,142,0
1993,GOA,21740,529054,26680,142,491.7460426737216
1993,GOA,21740,529070,26681,142,22.57299706580383
1993,GOA,21740,529566,26706,241,225.67061973891262
1993,GOA,21740,529592,26707,141,47.05629466877592
1993,GOA,21740,529091,26682,142,278.0502206523136
1993,GOA,21740,529115,26683,240,1010.4643690054202
1993,GOA,21740,529135,26684,240,1571.1923507854879
1993,GOA,21740,529152,26685,240,15888.382437871802
1993,GOA,21740,529169,26686,240,6275.8683448338625
1993,GOA,21740,529228,26689,141,190.61599823394278
1993,GOA,21740,529243,26690,141,2017.0768153399713
1993,GOA,21740,529261,26691,240,1566.2897890631857
1993,GOA,21740,529275,26692,340,578.218657368568
1993,GOA,21740,529293,26693,340,135.2006800594207
1993,GOA,21740,529309,26694,340,856.2943729273971
1993,GOA,21740,529329,26695,142,5021.39827836049
1993,GOA,21740,529351,26696,240,1678.8419079903977
1993,GOA,21740,529367,26697,340,417.47033367920386
1993,GOA,21740,529390,26698,340,448.1434202350647
1993,GOA,21740,529413,26699,340,1810.6675478582067
1993,GOA,21740,529434,26700,340,1328.6290282180767
1993,GOA,21740,529451,26701,340,705.6473549651123
1993,GOA,21740,529471,26702,241,94.72139902748593
1993,GOA,21740,529496,26703,241,909.8025939953029
1993,GOA,21740,527209,26571,251,328.9658366785504
1993,GOA,21740,529616,26708,240,136.85815714031705
1993,GOA,21740,NA,26617,350,0
1993,GOA,21740,527991,26618,350,21.30529896873831
1993,GOA,21740,NA,26619,351,0
1993,GOA,21740,NA,26620,350,0
1993,GOA,21740,528033,26621,250,966.3656437686327
1993,GOA,21740,528053,26623,250,110.66843736166446
1993,GOA,21740,528069,26624,150,96.46567841598532
1993,GOA,21740,528112,26627,150,293.93753827311696
1993,GOA,21740,528122,26629,250,1582.763835585168
1993,GOA,21740,528139,26630,250,91.18061573054061
1993,GOA,21740,528156,26631,250,303.9234767443016
1993,GOA,21740,528179,26632,150,777.7259293824856
1993,GOA,21740,528193,26633,250,748.9762006003384
1993,GOA,21740,528217,26634,250,1094.3142921870383
1993,GOA,21740,NA,26635,150,0
1993,GOA,21740,528246,26636,150,28205.268194510787
1993,GOA,21740,528262,26637,150,2838.21305387593
1993,GOA,21740,NA,26638,350,0
1993,GOA,21740,NA,26639,350,0
1993,GOA,21740,528309,26640,340,147.0721032752075
1993,GOA,21740,528346,26642,240,197.33893381227492
1993,GOA,21740,NA,26643,340,0
1993,GOA,21740,528378,26644,143,1941.2502695994986
1993,GOA,21740,528403,26645,143,1675.1419275963456
1993,GOA,21740,529649,26709,40,1014.6677838158967
1993,GOA,21740,529669,26710,40,1339.2108747749348
1993,GOA,21740,529687,26711,141,118.6263514536746
1993,GOA,21740,529706,26712,240,300.5680586023555
1993,GOA,21740,529730,26713,341,104.5128655337472
1993,GOA,21740,529754,26714,141,2257.574704252477
1993,GOA,21740,529775,26715,141,581.7190145912581
1993,GOA,21740,529800,26716,141,2587.464428001939
1993,GOA,21740,NA,26717,141,0
1993,GOA,21740,529837,26718,240,1152.5978429587046
1993,GOA,21740,529849,26720,340,336.2809479356385
1993,GOA,21740,529918,26723,340,569.241851445207
1993,GOA,21740,529942,26724,40,153.00272046487123
1993,GOA,21740,529961,26725,241,99.01059700518687
1993,GOA,21740,530000,26726,141,71.39224977159239
1993,GOA,21740,530026,26727,241,90.99619701868704
1993,GOA,21740,530061,26728,240,246.29365000785677
1993,GOA,21740,530092,26729,341,122.58074388492169
1993,GOA,21740,530152,26731,141,176.0749374933972
1993,GOA,21740,NA,26565,350,0
1993,GOA,21740,527111,26566,251,46.28167257336513
1993,GOA,21740,527158,26568,251,0
1993,GOA,21740,527182,26569,251,140.85153202199214
1993,GOA,21740,527233,26572,251,123.95298463292873
1993,GOA,21740,527254,26573,350,31.27142092333248
1993,GOA,21740,NA,26574,350,0
1993,GOA,21740,527293,26576,251,646.0557649494074
1993,GOA,21740,527323,26577,251,965.7162339418186
1993,GOA,21740,527347,26580,251,271.89243935099273
1993,GOA,21740,527372,26581,251,3932.920776253403
1993,GOA,21740,527403,26582,151,139.47853439303546
1993,GOA,21740,527422,26583,151,44.56820539881413
1993,GOA,21740,527431,26584,151,76.15643547265222
1993,GOA,21740,NA,26646,143,0
1993,GOA,21740,528435,26647,241,618.2686006108494
1993,GOA,21740,528450,26648,143,288.9757819800251
1993,GOA,21740,528462,26649,143,1562.624921935998
1993,GOA,21740,528478,26650,143,768.1367062113685
1993,GOA,21740,528495,26651,143,1297.8067390561635
1993,GOA,21740,528508,26652,241,5237.176906758039
1993,GOA,21740,528530,26653,240,362.68344402667117
1993,GOA,21740,528590,26656,142,1164.8957500817125
1993,GOA,21740,528630,26658,240,1462.9799031263474
1993,GOA,21740,528653,26659,240,1653.7800687285223
1993,GOA,21740,528677,26660,240,750.4310288221798
1993,GOA,21740,528700,26661,142,580.6463600440982
1993,GOA,21740,528720,26662,142,2708.288975697575
1993,GOA,21740,528744,26663,241,1755.550362112605
1993,GOA,21740,528769,26664,350,21.6158767058061
1993,GOA,21740,528789,26665,340,42.45509312524677
1993,GOA,21740,528810,26666,143,84.4136344058156
1993,GOA,21740,528835,26667,340,1027.3163415210445
1993,GOA,21740,528854,26668,350,64.71632166665238
1993,GOA,21740,528894,26670,150,118.99770800894558
1993,GOA,21740,528912,26671,143,6518.686039427079
1993,GOA,21740,528953,26674,142,190.21423829659346
1993,GOA,21740,528969,26675,142,152.933498489277
1993,GOA,21740,529007,26677,142,1049.1719512732814
1993,GOA,21740,527445,26586,151,35.9379997628092
1993,GOA,21740,NA,26587,151,0
1993,GOA,21740,NA,26588,151,0
1993,GOA,21740,527489,26590,151,27.675149099865777
1993,GOA,21740,527500,26591,151,25563.47418202555
1993,GOA,21740,527506,26592,251,47.22304862557317
1993,GOA,21740,527528,26593,151,1043.8247554386674
1993,GOA,21740,527546,26594,251,223.96165776419076
1993,GOA,21740,527562,26595,251,69.88113684496916
1993,GOA,21740,NA,26596,251,0
1993,GOA,21740,527599,26597,251,111.8747682793862
1993,GOA,21740,527626,26598,251,268.6516579940401
1993,GOA,21740,527652,26599,251,145.62482058567025
1993,GOA,21740,527672,26600,251,630.9853467174339
1993,GOA,21740,527691,26601,251,2030.0858726324122
1993,GOA,21740,527715,26602,251,1201.669290311284
1993,GOA,21740,527736,26603,251,351.210612004247
1993,GOA,21740,NA,26604,151,0
1993,GOA,21740,527815,26607,150,66.21130942133964
1993,GOA,21740,527830,26608,150,145.64117800410418
1993,GOA,21740,527882,26611,151,86.66362381054176
1993,GOA,21740,527918,26613,350,136.96097297075198
1993,GOA,21740,527934,26614,350,0
1993,GOA,21740,527948,26615,350,40.144937677192225
1993,GOA,21740,527960,26616,150,241.7454992024413
1993,GOA,21740,793975,784064,111,4636.245711880837
1993,GOA,21740,NA,784225,20,0
1993,GOA,21740,792418,784226,20,72282.55528380642
1993,GOA,21740,792432,784227,120,8436.784268562673
1993,GOA,21740,NA,784228,120,0
1993,GOA,21740,792449,784229,120,24.506740578996254
1993,GOA,21740,NA,784230,120,0
1993,GOA,21740,795259,784231,120,633.8328904866173
1993,GOA,21740,792392,784232,120,656.3483838879599
1993,GOA,21740,792400,784233,21,48.804961707627044
1993,GOA,21740,795263,784234,21,438.8836452333106
1993,GOA,21740,792332,784235,122,26.467335866786723
1993,GOA,21740,792341,784236,320,273.89393639908906
1993,GOA,21740,NA,784237,122,0
1993,GOA,21740,NA,784238,122,0
1993,GOA,21740,NA,784240,320,0
1993,GOA,21740,NA,784241,320,0
1993,GOA,21740,792322,784242,221,1699.4654358882146
1993,GOA,21740,792266,784244,220,261.27769543571617
1993,GOA,21740,NA,784245,122,0
1993,GOA,21740,NA,784246,121,0
1993,GOA,21740,795310,784248,220,821.8939395184688
1993,GOA,21740,792235,784249,220,329.0727810269797
1993,GOA,21740,792164,784250,220,326.87800128484844
1993,GOA,21740,797426,784251,21,784.5236417708147
1993,GOA,21740,785985,784666,231,2222.5048370348327
1993,GOA,21740,785999,784667,130,450.42482172659686
1993,GOA,21740,786008,784668,31,189.93761182576895
1993,GOA,21740,786014,784669,31,19.03172664959394
1993,GOA,21740,785941,784670,130,11912.599786025841
1993,GOA,21740,785956,784671,130,8154.602323503128
1993,GOA,21740,NA,784672,31,0
1993,GOA,21740,785970,784673,31,822.039049594986
1993,GOA,21740,785898,784674,130,29176.01443285947
1993,GOA,21740,785907,784675,130,3966.396171452351
1993,GOA,21740,785919,784676,130,5830.50053458875
1993,GOA,21740,NA,784677,30,0
1993,GOA,21740,785852,784678,132,577.4408859329048
1993,GOA,21740,785868,784679,132,15485.045293757485
1993,GOA,21740,794736,784680,132,54.99987350029095
1993,GOA,21740,785886,784681,132,145.05259153679776
1993,GOA,21740,796380,784682,132,882.1453775582216
1993,GOA,21740,785830,784683,132,136.43042525818322
1993,GOA,21740,785846,784684,132,4870.721314860961
1993,GOA,21740,785773,784685,132,904.2589203983191
1993,GOA,21740,785790,784686,132,9177.06504611934
1993,GOA,21740,796378,784687,32,245.8314018008906
1993,GOA,21740,785732,784688,32,305.8524873453533
1993,GOA,21740,785749,784689,32,4942.886981569381
1993,GOA,21740,796371,784690,32,679.1171477079796
1993,GOA,21740,785684,784691,32,2291.202616731001
1993,GOA,21740,792191,784252,121,23.75073790573831
1993,GOA,21740,792199,784253,121,2630.160045238753
1993,GOA,21740,792126,784254,220,2846.8663639267315
1993,GOA,21740,792137,784255,22,222.74268112098372
1993,GOA,21740,792146,784256,22,758.8025676832266
1993,GOA,21740,795300,784257,22,22.427911086789287
1993,GOA,21740,795366,784258,220,692.583127289853
1993,GOA,21740,792097,784259,121,227.2219380054481
1993,GOA,21740,795372,784260,220,678.0345946810899
1993,GOA,21740,795359,784261,121,1059.3085681114223
1993,GOA,21740,NA,784262,21,0
1993,GOA,21740,791994,784263,120,7261.334819527901
1993,GOA,21740,792006,784264,120,113.54436689364185
1993,GOA,21740,NA,784265,121,0
1993,GOA,21740,NA,784266,121,0
1993,GOA,21740,NA,784267,20,0
1993,GOA,21740,791975,784268,220,234.5699863011128
1993,GOA,21740,791907,784269,121,354.1970277093239
1993,GOA,21740,791924,784270,220,202.9028636357488
1993,GOA,21740,797392,784271,220,928.9813920988113
1993,GOA,21740,791865,784272,220,1006.557535947152
1993,GOA,21740,795411,784273,220,3058.823529411765
1993,GOA,21740,791814,784274,220,386.66570429869154
1993,GOA,21740,NA,784275,20,0
1993,GOA,21740,791856,784277,20,188.42209060590264
1993,GOA,21740,791790,784278,232,2444.3197427084183
1993,GOA,21740,785712,784693,32,19510.685042943544
1993,GOA,21740,785640,784694,32,956.088298578727
1993,GOA,21740,796431,784695,32,643.6468271997577
1993,GOA,21740,794776,784696,132,8698.285218626052
1993,GOA,21740,785604,784697,133,5174.658093388303
1993,GOA,21740,785621,784698,133,72.29782365476343
1993,GOA,21740,NA,784699,131,0
1993,GOA,21740,785560,784700,132,408.2112139249009
1993,GOA,21740,785575,784701,132,33.67440453971383
1993,GOA,21740,785517,784703,132,1426.4981797132439
1993,GOA,21740,NA,784704,31,0
1993,GOA,21740,785547,784705,230,9616.474313668232
1993,GOA,21740,NA,784706,131,0
1993,GOA,21740,785494,784707,131,22.276949260906516
1993,GOA,21740,785509,784708,230,1738.2490690574527
1993,GOA,21740,794813,784709,230,2435.0834650223087
1993,GOA,21740,785457,784710,131,1684.2566746840637
1993,GOA,21740,785389,784711,131,2052.04253473766
1993,GOA,21740,785400,784712,131,209.8156811204493
1993,GOA,21740,NA,784713,31,0
1993,GOA,21740,NA,784714,31,0
1993,GOA,21740,NA,784715,31,0
1993,GOA,21740,785350,784716,130,88.1830793601859
1993,GOA,21740,796463,784717,133,551.5023659785744
1993,GOA,21740,NA,784279,35,0
1993,GOA,21740,791733,784280,35,26.55935271670307
1993,GOA,21740,791752,784281,232,2709.2917001173882
1993,GOA,21740,791689,784282,232,4243.278734428266
1993,GOA,21740,797359,784284,121,1497.8217246740871
1993,GOA,21740,NA,784285,31,0
1993,GOA,21740,791679,784287,30,9857.82821091371
1993,GOA,21740,791610,784288,30,7972.417549976696
1993,GOA,21740,791632,784289,130,3875.236087077929
1993,GOA,21740,791561,784290,31,326.4875589404223
1993,GOA,21740,NA,784291,31,0
1993,GOA,21740,NA,784292,31,0
1993,GOA,21740,795431,784293,130,106.56510301914922
1993,GOA,21740,795436,784294,130,9221.308939017235
1993,GOA,21740,795427,784296,130,4569.321307954785
1993,GOA,21740,791436,784298,30,10440.968019732594
1993,GOA,21740,795420,784299,22,54864.98181777514
1993,GOA,21740,NA,784300,22,0
1993,GOA,21740,NA,784301,22,0
1993,GOA,21740,795489,784302,22,92.98588846156707
1993,GOA,21740,NA,784303,22,0
1993,GOA,21740,791354,784304,22,92.63702405412967
1993,GOA,21740,NA,784305,121,0
1993,GOA,21740,NA,784306,22,0
1993,GOA,21740,NA,784307,22,0
1993,GOA,21740,795475,784308,121,72.60835344584724
1993,GOA,21740,791329,784310,22,33313.76107247806
1993,GOA,21740,NA,784311,22,0
1993,GOA,21740,NA,784312,22,0
1993,GOA,21740,NA,784313,22,0
1993,GOA,21740,NA,784314,22,0
1993,GOA,21740,791301,784315,122,508.60896972606827
1993,GOA,21740,NA,784316,122,0
1993,GOA,21740,791242,784317,231,84.18385332647235
1993,GOA,21740,791178,784318,231,179.35289475572137
1993,GOA,21740,791196,784319,134,47.80297525718001
1993,GOA,21740,NA,784320,31,0
1993,GOA,21740,NA,784321,31,0
1993,GOA,21740,795527,784322,130,68.74052240047403
1993,GOA,21740,NA,784323,31,0
1993,GOA,21740,NA,784324,31,0
1993,GOA,21740,NA,784325,130,0
1993,GOA,21740,791127,784326,134,434.0191295904181
1993,GOA,21740,NA,784327,134,0
1993,GOA,21740,791084,784328,134,44.95756006330024
1993,GOA,21740,791021,784329,134,104.35472257297003
1993,GOA,21740,795509,784330,130,9632.288805392098
1993,GOA,21740,790972,784331,31,70.69472650331157
1993,GOA,21740,790983,784332,31,108.65287010630868
1993,GOA,21740,795502,784333,130,9075.773247998544
1993,GOA,21740,790931,784334,130,40648.48383897168
1993,GOA,21740,NA,784335,35,0
1993,GOA,21740,790966,784336,132,42921.73161720891
1993,GOA,21740,795564,784337,132,1268.3874456345775
1993,GOA,21740,790912,784338,132,2383.472472217097
1993,GOA,21740,790851,784339,132,6362.6365207545305
1993,GOA,21740,795560,784340,132,684.7255908700402
1993,GOA,21740,790802,784341,132,755.217682783012
1993,GOA,21740,790821,784342,32,4789.292269377969
1993,GOA,21740,NA,784343,32,0
1993,GOA,21740,795542,784344,32,45314.240933153495
1993,GOA,21740,790778,784345,32,1214.9806003495278
1993,GOA,21740,790722,784347,32,152.93999613367689
1993,GOA,21740,790744,784348,32,30.807261148223592
1993,GOA,21740,790754,784349,32,3032.0360491830756
1993,GOA,21740,790686,784350,132,617.2488707006222
1993,GOA,21740,NA,784351,132,0
1993,GOA,21740,790639,784352,132,40.96010485786844
1993,GOA,21740,NA,784353,30,0
1993,GOA,21740,797196,784355,30,42.72750151362174
1993,GOA,21740,790610,784356,132,24.248449614752758
1993,GOA,21740,790551,784357,132,1093.1653004018247
1993,GOA,21740,790566,784358,132,640.2249353041665
1993,GOA,21740,790581,784359,132,49.99935000844989
1993,GOA,21740,790510,784360,132,73.21555391227312
1993,GOA,21740,790531,784361,131,21.84930794502015
1993,GOA,21740,790462,784362,131,646.735455801511
1993,GOA,21740,790478,784363,131,403.35104044400885
1993,GOA,21740,NA,784364,31,0
1993,GOA,21740,NA,784365,31,0
1993,GOA,21740,790431,784366,130,5520.5344396917335
1993,GOA,21740,NA,784367,330,0
1993,GOA,21740,790376,784368,231,103.51066780942443
1993,GOA,21740,790390,784369,134,43.48448104098369
1993,GOA,21740,NA,784370,134,0
1993,GOA,21740,790413,784371,130,42.575711323053
1993,GOA,21740,790344,784372,130,11369.899443838478
1993,GOA,21740,797149,784373,230,4315.676137425366
1993,GOA,21740,790368,784374,133,1721.4368277044334
1993,GOA,21740,790312,784375,33,1735.9179836299604
1993,GOA,21740,790330,784376,133,192.87819964573848
1993,GOA,21740,790270,784377,133,544.2406024686181
