species_code,sex_cat,err_src,comp_type,region,iss,species,type,max_age,max_len
10110,male,hl,age,bs,125.9609314864167,arrowtooth flounder,flatfish,30,820
10110,male,hl,length,bs,1107.8415198424605,arrowtooth flounder,flatfish,30,820
10110,male,hl_ln,age,bs,118.96258295871725,arrowtooth flounder,flatfish,30,820
10110,male,ln,age,bs,3497.7120839286204,arrowtooth flounder,flatfish,30,820
10110,male,ln,length,bs,1718.4243327947163,arrowtooth flounder,flatfish,30,820
10110,male,sp,age,bs,201.98098557543165,arrowtooth flounder,flatfish,30,820
10110,total,all,age,bs,192.87314557030035,arrowtooth flounder,flatfish,30,980
10110,total,all,length,bs,1791.2944488968647,arrowtooth flounder,flatfish,30,980
10110,total,hl,age,bs,307.18249252273864,arrowtooth flounder,flatfish,30,980
10110,total,hl,length,bs,2625.2071371975717,arrowtooth flounder,flatfish,30,980
10110,total,hl_ln,age,bs,294.0286028116478,arrowtooth flounder,flatfish,30,980
10110,total,ln,age,bs,15018.218091872663,arrowtooth flounder,flatfish,30,980
10110,total,ln,length,bs,5892.1239056937975,arrowtooth flounder,flatfish,30,980
10110,total,sp,age,bs,648.4826667295617,arrowtooth flounder,flatfish,30,980
10112,female,all,age,bs,111.19057009937005,Kamchatka flounder,flatfish,35,840
10112,female,all,length,bs,266.2716612814075,Kamchatka flounder,flatfish,35,840
10112,female,hl,age,bs,186.97986194079576,Kamchatka flounder,flatfish,35,840
10112,female,hl,length,bs,Inf,Kamchatka flounder,flatfish,35,840
10112,female,hl_ln,age,bs,171.33676295687005,Kamchatka flounder,flatfish,35,840
10112,female,ln,age,bs,2824.1601716946266,Kamchatka flounder,flatfish,35,840
10112,female,ln,length,bs,692.4227844162847,Kamchatka flounder,flatfish,35,840
10112,female,sp,age,bs,329.64196688670125,Kamchatka flounder,flatfish,35,840
10112,male,all,age,bs,89.69808993217175,Kamchatka flounder,flatfish,31,960
10112,male,all,length,bs,257.2715629386521,Kamchatka flounder,flatfish,31,960
10112,male,hl,age,bs,157.53314392274538,Kamchatka flounder,flatfish,31,960
10112,male,hl,length,bs,Inf,Kamchatka flounder,flatfish,31,960
10112,male,hl_ln,age,bs,146.56830433676564,Kamchatka flounder,flatfish,31,960
10112,male,ln,age,bs,2725.4604818955295,Kamchatka flounder,flatfish,31,960
10112,male,ln,length,bs,704.2183720505332,Kamchatka flounder,flatfish,31,960
10112,male,sp,age,bs,282.4675656949579,Kamchatka flounder,flatfish,31,960
10112,total,all,age,bs,183.50489404061423,Kamchatka flounder,flatfish,35,960
10112,total,all,length,bs,456.7561322901644,Kamchatka flounder,flatfish,35,960
10112,total,hl,age,bs,299.44304565030455,Kamchatka flounder,flatfish,35,960
10112,total,hl,length,bs,Inf,Kamchatka flounder,flatfish,35,960
10112,total,hl_ln,age,bs,279.91449706833805,Kamchatka flounder,flatfish,35,960
10112,total,ln,age,bs,6223.276950274079,Kamchatka flounder,flatfish,35,960
10112,total,ln,length,bs,1392.0413962872442,Kamchatka flounder,flatfish,35,960
10112,total,sp,age,bs,600.9538577144372,Kamchatka flounder,flatfish,35,960
10115,female,all,age,bs,50.8407182542294,Greenland turbot,flatfish,37,1090
10115,female,all,length,bs,117.5299281791246,Greenland turbot,flatfish,37,1090
10115,female,hl,age,bs,92.38767961985917,Greenland turbot,flatfish,37,1090
10115,female,hl,length,bs,206.33540625189798,Greenland turbot,flatfish,37,1090
10115,female,hl_ln,age,bs,75.8298387656628,Greenland turbot,flatfish,37,1090
10115,female,ln,age,bs,687.5125727710654,Greenland turbot,flatfish,37,1090
10115,female,ln,length,bs,293.03412394773284,Greenland turbot,flatfish,37,1090
10115,female,sp,age,bs,191.0572327747071,Greenland turbot,flatfish,37,1090
10115,male,all,age,bs,47.74382272379707,Greenland turbot,flatfish,36,1000
10115,male,all,length,bs,112.14220033481017,Greenland turbot,flatfish,36,1000
10115,male,hl,age,bs,82.45225570125314,Greenland turbot,flatfish,36,1000
10115,male,hl,length,bs,193.20593836794154,Greenland turbot,flatfish,36,1000
10115,male,hl_ln,age,bs,69.61600965845052,Greenland turbot,flatfish,36,1000
10115,male,ln,age,bs,745.5338332175014,Greenland turbot,flatfish,36,1000
10115,male,ln,length,bs,290.3257910469768,Greenland turbot,flatfish,36,1000
10115,male,sp,age,bs,194.47810181188214,Greenland turbot,flatfish,36,1000
10115,total,all,age,bs,101.08440659711158,Greenland turbot,flatfish,37,1090
10115,total,all,length,bs,240.54656883652495,Greenland turbot,flatfish,37,1090
10115,total,hl,age,bs,164.4685475677513,Greenland turbot,flatfish,37,1090
10115,total,hl,length,bs,398.205296314168,Greenland turbot,flatfish,37,1090
10115,total,hl_ln,age,bs,141.97600894245758,Greenland turbot,flatfish,37,1090
10115,total,ln,age,bs,1625.267208895451,Greenland turbot,flatfish,37,1090
10115,total,ln,length,bs,668.2405197556725,Greenland turbot,flatfish,37,1090
10115,total,sp,age,bs,522.2419260809995,Greenland turbot,flatfish,37,1090
10130,female,all,age,bs,114.26664658557493,flathead sole,flatfish,34,650
10130,female,all,length,bs,1229.408641501073,flathead sole,flatfish,34,650
10130,female,hl,age,bs,187.9412986950443,flathead sole,flatfish,34,650
10130,female,hl,length,bs,1773.5751644724664,flathead sole,flatfish,34,650
10130,female,hl_ln,age,bs,185.79356896242157,flathead sole,flatfish,34,650
10130,female,ln,age,bs,16903.501887215196,flathead sole,flatfish,34,650
10130,female,ln,length,bs,4147.435176847926,flathead sole,flatfish,34,650
10130,female,sp,age,bs,318.93294346106455,flathead sole,flatfish,34,650
10130,male,all,age,bs,98.41063187355891,flathead sole,flatfish,34,630
10130,male,all,length,bs,1068.7232578484322,flathead sole,flatfish,34,630
10130,male,hl,age,bs,161.93686338752195,flathead sole,flatfish,34,630
10130,male,hl,length,bs,1471.8662261929317,flathead sole,flatfish,34,630
10130,male,hl_ln,age,bs,161.32840011023904,flathead sole,flatfish,34,630
10130,male,ln,age,bs,17482.201599271186,flathead sole,flatfish,34,630
10130,male,ln,length,bs,4118.608397397054,flathead sole,flatfish,34,630
10130,male,sp,age,bs,270.43073922139706,flathead sole,flatfish,34,630
10130,total,all,age,bs,187.42371641921366,flathead sole,flatfish,34,650
10130,total,all,length,bs,1777.4405938387904,flathead sole,flatfish,34,650
10130,total,hl,age,bs,287.73043450163306,flathead sole,flatfish,34,650
10130,total,hl,length,bs,2271.31095815889,flathead sole,flatfish,34,650
10130,total,hl_ln,age,bs,285.8449435652566,flathead sole,flatfish,34,650
10130,total,ln,age,bs,36455.75675574691,flathead sole,flatfish,34,650
10130,total,ln,length,bs,8590.821203188456,flathead sole,flatfish,34,650
10130,total,sp,age,bs,585.421462870573,flathead sole,flatfish,34,650
10210,female,all,age,bs,153.84928951048374,yellowfin sole,flatfish,38,700
10210,female,all,length,bs,1840.3033884633853,yellowfin sole,flatfish,38,700
10210,female,hl,age,bs,265.35888590447985,yellowfin sole,flatfish,38,700
10210,female,hl,length,bs,2492.5711176275004,yellowfin sole,flatfish,38,700
10210,female,hl_ln,age,bs,261.8412650639343,yellowfin sole,flatfish,38,700
10210,female,ln,age,bs,37167.815074659746,yellowfin sole,flatfish,38,700
10210,female,ln,length,bs,7349.89350894095,yellowfin sole,flatfish,38,700
10210,female,sp,age,bs,402.938372201253,yellowfin sole,flatfish,38,700
10210,male,all,age,bs,118.75164240533955,yellowfin sole,flatfish,43,470
10210,male,all,length,bs,1225.745635273858,yellowfin sole,flatfish,43,470
10210,male,hl,age,bs,205.92599103787683,yellowfin sole,flatfish,43,470
10210,male,hl,length,bs,1630.5423203434602,yellowfin sole,flatfish,43,470
10210,male,hl_ln,age,bs,205.17810320667317,yellowfin sole,flatfish,43,470
10210,male,ln,age,bs,26581.841410448767,yellowfin sole,flatfish,43,470
10210,male,ln,length,bs,5212.764458202815,yellowfin sole,flatfish,43,470
10210,male,sp,age,bs,314.6495518038016,yellowfin sole,flatfish,43,470
10210,total,all,age,bs,242.1319870134325,yellowfin sole,flatfish,43,700
10210,total,all,length,bs,2128.9044917976325,yellowfin sole,flatfish,43,700
10210,total,hl,age,bs,389.1730277365068,yellowfin sole,flatfish,43,700
10210,total,hl,length,bs,2625.145697978163,yellowfin sole,flatfish,43,700
10210,total,hl_ln,age,bs,385.3707808521848,yellowfin sole,flatfish,43,700
10210,total,ln,age,bs,67671.57252055305,yellowfin sole,flatfish,43,700
10210,total,ln,length,bs,12309.777460460064,yellowfin sole,flatfish,43,700
10210,total,sp,age,bs,716.9430549531525,yellowfin sole,flatfish,43,700
10261,female,all,age,bs,99.73507527746304,northern rock sole,flatfish,37,600
10261,female,all,length,bs,1381.4637299208332,northern rock sole,flatfish,37,600
10261,female,hl,age,bs,175.58491523316314,northern rock sole,flatfish,37,600
10261,female,hl,length,bs,1895.8152600778872,northern rock sole,flatfish,37,600
10261,female,hl_ln,age,bs,173.8554419930824,northern rock sole,flatfish,37,600
10261,female,ln,age,bs,19741.22661683841,northern rock sole,flatfish,37,600
10261,female,ln,length,bs,5686.715565966651,northern rock sole,flatfish,37,600
10261,female,sp,age,bs,263.9627343769451,northern rock sole,flatfish,37,600
10261,male,all,age,bs,71.4970254007067,northern rock sole,flatfish,31,560
10261,male,all,length,bs,1330.0528379141024,northern rock sole,flatfish,31,560
10261,male,hl,age,bs,127.41787192107503,northern rock sole,flatfish,31,560
10261,male,hl,length,bs,1734.8072420080866,northern rock sole,flatfish,31,560
10261,male,hl_ln,age,bs,126.30414900880346,northern rock sole,flatfish,31,560
10261,male,ln,age,bs,19739.314770924582,northern rock sole,flatfish,31,560
10261,male,ln,length,bs,6098.298526956254,northern rock sole,flatfish,31,560
10261,male,sp,age,bs,190.59300835056771,northern rock sole,flatfish,31,560
10261,total,all,age,bs,153.81201557080647,northern rock sole,flatfish,37,600
10261,total,all,length,bs,1945.302123629195,northern rock sole,flatfish,37,600
10261,total,hl,age,bs,253.83883736162235,northern rock sole,flatfish,37,600
10261,total,hl,length,bs,2364.1614452718986,northern rock sole,flatfish,37,600
10261,total,hl_ln,age,bs,252.4702577838482,northern rock sole,flatfish,37,600
10261,total,ln,age,bs,42409.928107081156,northern rock sole,flatfish,37,600
10261,total,ln,length,bs,12431.693703431798,northern rock sole,flatfish,37,600
10261,total,sp,age,bs,456.38629930228535,northern rock sole,flatfish,37,600
10285,female,all,age,bs,91.72394891450433,Alaska plaice,flatfish,38,720
10285,female,all,length,bs,1048.145545907089,Alaska plaice,flatfish,38,720
10285,female,hl,age,bs,159.56193350205058,Alaska plaice,flatfish,38,720
10285,female,hl,length,bs,1654.2532611995007,Alaska plaice,flatfish,38,720
10285,female,hl_ln,age,bs,156.24864822123376,Alaska plaice,flatfish,38,720
10285,female,ln,age,bs,15405.759666232347,Alaska plaice,flatfish,38,720
10285,female,ln,length,bs,3009.688231674999,Alaska plaice,flatfish,38,720
10285,female,sp,age,bs,227.9143323200268,Alaska plaice,flatfish,38,720
10285,male,all,age,bs,49.9490608121427,Alaska plaice,flatfish,36,660
10285,male,all,length,bs,984.1361477985787,Alaska plaice,flatfish,36,660
10285,male,hl,age,bs,92.15180232776727,Alaska plaice,flatfish,36,660
10285,male,hl,length,bs,1489.3119777102752,Alaska plaice,flatfish,36,660
10285,male,hl_ln,age,bs,93.83924288885842,Alaska plaice,flatfish,36,660
10285,male,ln,age,bs,16904.926171627638,Alaska plaice,flatfish,36,660
10285,male,ln,length,bs,3123.064935164798,Alaska plaice,flatfish,36,660
10285,male,sp,age,bs,125.77407381494218,Alaska plaice,flatfish,36,660
10285,total,all,age,bs,123.9497862759758,Alaska plaice,flatfish,38,720
10285,total,all,length,bs,1634.7322598482956,Alaska plaice,flatfish,38,720
10285,total,hl,age,bs,216.03010647681717,Alaska plaice,flatfish,38,720
10285,total,hl,length,bs,2288.10674554576,Alaska plaice,flatfish,38,720
10285,total,hl_ln,age,bs,212.30844529341505,Alaska plaice,flatfish,38,720
10285,total,ln,age,bs,33087.13632937129,Alaska plaice,flatfish,38,720
10285,total,ln,length,bs,6180.0418003603645,Alaska plaice,flatfish,38,720
10285,total,sp,age,bs,322.13936602006663,Alaska plaice,flatfish,38,720
21720,female,all,age,bs,180.2379986765649,Pacific cod,gadid,18,1170
21720,female,all,length,bs,1125.2274234154027,Pacific cod,gadid,18,1170
21720,female,hl,age,bs,255.11680832555703,Pacific cod,gadid,18,1170
21720,female,hl,length,bs,1697.6598195550116,Pacific cod,gadid,18,1170
21720,female,hl_ln,age,bs,240.5750619192031,Pacific cod,gadid,18,1170
21720,female,ln,age,bs,6791.514742780544,Pacific cod,gadid,18,1170
21720,female,ln,length,bs,3688.267444532716,Pacific cod,gadid,18,1170
21720,female,sp,age,bs,1183.5236841843687,Pacific cod,gadid,18,1170
21720,male,all,age,bs,187.70182308925035,Pacific cod,gadid,17,1080
21720,male,all,length,bs,1140.2772458373327,Pacific cod,gadid,17,1080
21720,male,hl,age,bs,265.61824552768064,Pacific cod,gadid,17,1080
21720,male,hl,length,bs,1720.7316972152767,Pacific cod,gadid,17,1080
21720,male,hl_ln,age,bs,251.07650899074292,Pacific cod,gadid,17,1080
21720,male,ln,age,bs,6890.136501767863,Pacific cod,gadid,17,1080
21720,male,ln,length,bs,3839.2316043166234,Pacific cod,gadid,17,1080
21720,male,sp,age,bs,1248.3365164777001,Pacific cod,gadid,17,1080
21720,total,all,age,bs,232.00657931832146,Pacific cod,gadid,18,1170
21720,total,all,length,bs,1675.5981023970278,Pacific cod,gadid,18,1170
21720,total,hl,age,bs,306.672201678338,Pacific cod,gadid,18,1170
21720,total,hl,length,bs,2268.061355716861,Pacific cod,gadid,18,1170
21720,total,hl_ln,age,bs,293.9072489412717,Pacific cod,gadid,18,1170
21720,total,ln,age,bs,19172.143725848884,Pacific cod,gadid,18,1170
21720,total,ln,length,bs,8043.324301457496,Pacific cod,gadid,18,1170
21720,total,sp,age,bs,2686.142973695984,Pacific cod,gadid,18,1170
21740,female,all,age,bs,189.98908310028588,walleye pollock,gadid,26,930
21740,female,all,length,bs,1383.5945407032777,walleye pollock,gadid,26,930
21740,female,hl,age,bs,291.1706449974046,walleye pollock,gadid,26,930
21740,female,hl,length,bs,1665.663182472387,walleye pollock,gadid,26,930
21740,female,hl_ln,age,bs,287.6632193127706,walleye pollock,gadid,26,930
21740,female,ln,age,bs,43771.09379511461,walleye pollock,gadid,26,930
21740,female,ln,length,bs,9828.217255242647,walleye pollock,gadid,26,930
21740,female,sp,age,bs,659.8879921144305,walleye pollock,gadid,26,930
21740,male,all,age,bs,179.52589271321114,walleye pollock,gadid,29,940
21740,male,all,length,bs,1311.7321537763305,walleye pollock,gadid,29,940
21740,male,hl,age,bs,272.3598650646669,walleye pollock,gadid,29,940
21740,male,hl,length,bs,1548.3479553965944,walleye pollock,gadid,29,940
21740,male,hl_ln,age,bs,268.2505154544948,walleye pollock,gadid,29,940
21740,male,ln,age,bs,44863.54668701796,walleye pollock,gadid,29,940
21740,male,ln,length,bs,9917.345229403096,walleye pollock,gadid,29,940
21740,male,sp,age,bs,642.4293201835023,walleye pollock,gadid,29,940
21740,total,all,age,bs,268.9016482427754,walleye pollock,gadid,29,940
21740,total,all,length,bs,1612.6563539451531,walleye pollock,gadid,29,940
21740,total,hl,age,bs,350.28006601050527,walleye pollock,gadid,29,940
21740,total,hl,length,bs,1745.2778640903864,walleye pollock,gadid,29,940
21740,total,hl_ln,age,bs,347.3034898239792,walleye pollock,gadid,29,940
21740,total,ln,age,bs,124861.46082696908,walleye pollock,gadid,29,940
21740,total,ln,length,bs,25328.12751968206,walleye pollock,gadid,29,940
21740,total,sp,age,bs,1651.7331106108868,walleye pollock,gadid,29,940
